Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
23339,639,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,143414,4,Automatic,Front,Left wheel,White,4,11
13172,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,503679,4,Automatic,Front,Left wheel,Orange,4,9
23521,584,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,156682,4,Automatic,Rear,Left wheel,White,0,11
45633,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,93000,4,Automatic,Front,Left wheel,White,4,9
26030,-,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,153600,4,Automatic,Front,Left wheel,Silver,12,12
14113,1017,CHEVROLET,Orlando,Jeep,Yes,Petrol,2.0,27992,4,Automatic,Front,Left wheel,Silver,4,8
10663,-,BMW,525 ///M,Sedan,No,Petrol,2.5,76550,6,Tiptronic,Rear,Right-hand drive,Grey,6,24
4391,900,KIA,Optima,Sedan,Yes,Petrol,2.4,57960,4,Automatic,Front,Left wheel,Silver,12,10
19444,1079,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,40272,4,Automatic,Front,Left wheel,Grey,12,7
706,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,73402,4,Automatic,Front,Left wheel,White,12,15
14500,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,97000,4,Automatic,Front,Left wheel,Black,8,15
42883,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,98841,4,Automatic,Front,Left wheel,Black,4,9
3763,1850,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,494317,6,Automatic,4x4,Left wheel,Black,12,17
15681,584,HYUNDAI,Elantra 2014,Sedan,No,Petrol,1.8,120000,4,Tiptronic,Front,Left wheel,Silver,10,11
8467,-,SUBARU,Outback,Universal,No,Petrol,2.5,163000,4,Tiptronic,4x4,Right-hand drive,Silver,2,21
11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381,4,Automatic,Front,Left wheel,Black,12,11
24148,-,BMW,X5,Jeep,Yes,Petrol,4.8,210000,8,Tiptronic,4x4,Left wheel,Black,8,18
30420,707,BMW,528,Sedan,Yes,Petrol,2.0,192000,6,Automatic,4x4,Left wheel,White,8,14
8781,1356,OPEL,Combo,Universal,No,CNG,1.6,167000,4,Manual,Front,Left wheel,White,2,20
9565,790,HYUNDAI,I30,Hatchback,Yes,Petrol,1.6,56577,4,Automatic,Front,Left wheel,Red,4,16
45436,1327,HYUNDAI,H1,Universal,Yes,Diesel,2.5,45535,4,Automatic,Front,Left wheel,Silver,4,7
7840,-,MERCEDES-BENZ,E 320,Sedan,Yes,Petrol,3.2,111111,6,Tiptronic,Rear,Left wheel,Black,6,25
14426,-,MERCEDES-BENZ,E 270,Sedan,No,Diesel,2.7,215000,6,Tiptronic,Rear,Left wheel,Black,8,22
26500,924,HONDA,Hr-v EX,Jeep,No,Petrol,1.8,19211,4,Automatic,4x4,Left wheel,Black,8,8
6115,1236,HONDA,FIT,Hatchback,No,Hybrid,1.3,158000,4,Automatic,Front,Right-hand drive,White,8,14
6586,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,19968,4,Automatic,Front,Left wheel,White,12,6
627,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,318285,6,Automatic,4x4,Left wheel,Black,12,13
9565,1058,TOYOTA,Highlander,Sedan,Yes,Petrol,3.5,285186,6,Automatic,Front,Left wheel,Grey,12,13
3450,753,CHEVROLET,Equinox,Jeep,Yes,Petrol,2.4,233733,4,Automatic,Front,Left wheel,Black,12,13
13172,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,381135,4,Automatic,Front,Left wheel,Orange,4,9
10036,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,1.8,130000,4,Automatic,4x4,Left wheel,Blue,0,27
26657,1091,MAZDA,Mazda 6,Sedan,No,Petrol,2.5,152000,4,Tiptronic,Rear,Left wheel,Grey,12,9
15053,781,SUBARU,Forester,Jeep,No,Petrol,2.5,217000,4,Automatic,4x4,Left wheel,Sky blue,8,13
23687,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,60781,4,Automatic,Front,Left wheel,White,4,11
45734,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,61057,4,Automatic,Front,Left wheel,Black,4,9
19601,-,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,68000,4,Automatic,Front,Left wheel,Grey,9,13
5645,-,OPEL,Vectra,Universal,No,Petrol,2.0,200000,4,Manual,Front,Left wheel,White,4,28
1803,528,HYUNDAI,Accent,Hatchback,Yes,Petrol,1.6,82602,4,Automatic,Front,Left wheel,Blue,12,11
35438,1325,MAZDA,CX-9,Sedan,Yes,Petrol,2.5,11746,4,Automatic,Front,Left wheel,Grey,12,6
1960,781,FORD,Fusion,Sedan,Yes,Hybrid,2.5,375862,4,Automatic,Front,Left wheel,Black,0,13
25089,1017,HYUNDAI,Elantra,Sedan,No,Petrol,2.0,23000,4,Tiptronic,Rear,Left wheel,Grey,8,8
30577,-,FORD,Transit,Goods wagon,No,Diesel,2.4,197500,4,Manual,Rear,Left wheel,Red,0,19
25716,-,KIA,Sportage,Jeep,No,Petrol,2.4,136000,4,Tiptronic,4x4,Left wheel,Grey,10,13
44134,831,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,67000,4,Automatic,Front,Left wheel,Green,4,8
40092,765,FORD,Taurus,Sedan,Yes,Petrol,2.0,87704,4,Automatic,Front,Left wheel,Black,4,10
21012,-,TOYOTA,Prius BLUG-IN,Hatchback,No,Plug-in Hybrid,1.8,108773,4,Automatic,Front,Left wheel,Grey,10,13
7840,-,OPEL,Astra,Hatchback,No,Petrol,1.8,199000,4,Manual,Front,Left wheel,Silver,0,26
61521,1110,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.2,65689,4,Automatic,Front,Left wheel,Black,4,8
17500,1503,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,48000,4,Tiptronic,Rear,Right-hand drive,White,6,12
19757,-,VOLKSWAGEN,Touareg,Jeep,Yes,Diesel,5.0,170000,10,Automatic,Rear,Left wheel,Grey,6,22
29166,-,MERCEDES-BENZ,C 250,Sedan,Yes,Petrol,1.8,57980,4,Tiptronic,Rear,Left wheel,Grey,8,12
7213,1437,OPEL,Combo,Goods wagon,No,Diesel,1.7,15000,4,Manual,Front,Left wheel,White,2,21
47076,87,SSANGYONG,REXTON,Jeep,Yes,Diesel,0.0,73968,4,Automatic,Front,Left wheel,Black,4,9
9408,-,VOLVO,S60,Sedan,No,Petrol,2.5,100000,5,Tiptronic,Front,Left wheel,Black,10,14
784,1104,AUDI,Q7,Jeep,Yes,Petrol,3.0,264014,6,Automatic,4x4,Left wheel,Black,0,10
19130,1292,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,49499,6,Automatic,4x4,Left wheel,Silver,0,9
47,1493,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,65981,6,Automatic,Front,Left wheel,Black,12,9
38016,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,100900,4,Automatic,Front,Left wheel,Silver,4,8
10976,1266,HONDA,FIT GP-6,Hatchback,No,Hybrid,1.5,128000,4,Automatic,4x4,Right-hand drive,Silver,4,11
627,924,NISSAN,Sentra,Sedan,Yes,Petrol,1.8,150747,4,Automatic,Front,Left wheel,Grey,12,8
18669,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,65564,4,Automatic,Front,Left wheel,Silver,4,14
8467,1413,HONDA,FIT,Hatchback,No,Petrol,1.5,133000,4,Automatic,Front,Right-hand drive,White,4,14
6,595,TOYOTA,Prius C,Hatchback,Yes,Petrol,1.5,105600,4,Automatic,Front,Left wheel,Black,12,10
37320,1481,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,51824,6,Automatic,4x4,Left wheel,White,12,8
29094,707,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,101285,4,Automatic,Front,Left wheel,White,4,14
470,1249,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,70232,4,Automatic,Front,Left wheel,White,12,8
4077,781,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,200870,4,Automatic,Front,Left wheel,Silver,12,13
94,1058,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,224118,6,Automatic,4x4,Left wheel,White,12,13
14113,986,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.4,148800,4,Tiptronic,Front,Left wheel,Black,4,15
5959,-,NISSAN,Micra,Hatchback,No,Petrol,1.2,236000,4,Manual,Front,Left wheel,Brown,2,22
33230,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,137469,4,Automatic,Front,Left wheel,Black,4,11
16308,-,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,133000,6,Tiptronic,Rear,Left wheel,Black,15,19
188,1185,FORD,Escape,Jeep,Yes,Hybrid,2.5,196682,4,Automatic,Front,Left wheel,Black,0,16
862,1399,TOYOTA,Highlander,Jeep,Yes,Petrol,3.5,156645,6,Automatic,Front,Left wheel,Grey,12,15
21442,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,134000,4,Automatic,Front,Left wheel,Black,4,14
27065,629,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,104900,4,Automatic,Front,Left wheel,Grey,4,10
25089,382,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,144000,4,Automatic,Front,Left wheel,White,8,8
706,585,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,105328,4,Automatic,Front,Left wheel,White,12,12
282,1058,FORD,Taurus,Sedan,Yes,Petrol,3.5,130544,6,Automatic,4x4,Left wheel,Grey,12,13
188,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,153115,6,Automatic,4x4,Left wheel,Black,12,11
20071,831,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,40177,4,Automatic,Front,Left wheel,White,4,8
21953,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,174000,4,Automatic,Front,Left wheel,Silver,4,15
9095,1438,OPEL,Combo,Goods wagon,No,Diesel,1.7,16500,4,Manual,Front,Left wheel,Red,2,22
26795,271,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,56450,4,Automatic,Front,Left wheel,White,4,11
19130,1194,TOYOTA,Tacoma,Sedan,Yes,Petrol,4.0,57554,6,Automatic,4x4,Left wheel,Silver,12,12
19444,-,BMW,328,Sedan,Yes,Petrol,3.0,120000,6,Tiptronic,Rear,Left wheel,White,8,16
60994,1077,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,1217,4,Automatic,Front,Left wheel,Blue,4,6
20149,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,136292,4,Automatic,Front,Left wheel,White,4,14
9938,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,493905,4,Automatic,Front,Left wheel,Silver,4,11
392,690,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,27038,6,Automatic,4x4,Left wheel,White,12,9
9377,1090,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,53391,4,Automatic,Front,Left wheel,White,4,17
1176,831,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,200960,4,Automatic,Front,Left wheel,Blue,12,14
28225,-,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,112000,4,Automatic,Front,Left wheel,Silver,8,12
2587,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,88795,4,Automatic,Front,Left wheel,Black,0,10
19914,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,110000,4,Automatic,Front,Left wheel,Black,8,13
18669,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,65564,4,Automatic,Front,Left wheel,Silver,4,14
51523,1017,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,17013,4,Automatic,Front,Left wheel,Grey,4,8
7527,1345,KIA,Sorento,Jeep,Yes,Diesel,2.5,74367,4,Automatic,Front,Left wheel,Silver,4,17
6429,1104,BMW,435,Coupe,Yes,Petrol,3.0,73362,6,Automatic,4x4,Left wheel,Black,12,10
7840,-,HONDA,FIT,Sedan,No,Petrol,1.3,230000,4,Variator,Front,Right-hand drive,White,6,20
25089,639,HYUNDAI,Sonata Sport,Sedan,Yes,Petrol,2.0,86400,4,Tiptronic,Front,Left wheel,Orange,12,11
37633,642,BMW,528,Sedan,Yes,Petrol,2.0,144000,4,Automatic,Rear,Left wheel,White,6,13
61521,880,HYUNDAI,Tucson,Jeep,Yes,Petrol,1.6,14661,4,Automatic,Front,Left wheel,Blue,4,7
157,1055,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,237158,6,Automatic,4x4,Left wheel,Black,12,12
17876,697,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,115200,4,Tiptronic,Front,Left wheel,Golden,8,10
2587,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,277614,4,Automatic,Front,Left wheel,White,12,13
31361,1172,MERCEDES-BENZ,GLK 350,Jeep,Yes,Petrol,3.5,185600,6,Tiptronic,4x4,Left wheel,Black,10,14
21953,-,NISSAN,Juke Juke,Jeep,Yes,Petrol,1.6,55395,4,Automatic,Front,Left wheel,Black,12,13
10036,843,RENAULT,Scenic,Minivan,No,Diesel,1.5,173000,4,Manual,Front,Left wheel,Blue,12,17
110,2225,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,0,8,Automatic,4x4,Left wheel,White,0,8
470,2070,TOYOTA,4Runner,Jeep,Yes,Petrol,4.0,58971,6,Automatic,4x4,Left wheel,Silver,12,7
11290,586,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,204000,4,Tiptronic,Front,Left wheel,Black,10,13
6272,790,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,53256,4,Automatic,Front,Left wheel,Blue,4,16
10976,1266,HONDA,FIT,Hatchback,No,Hybrid,1.5,121000,4,Variator,Front,Right-hand drive,Silver,0,11
10349,-,FORD,Transit,Microbus,No,Diesel,2.5,327389,4,Manual,Rear,Left wheel,Blue,2,30
8000,1111,TOYOTA,Vitz,Hatchback,No,Petrol,1.3,193000,4,Variator,4x4,Right-hand drive,Yellow,2,13
18503,777,SUBARU,Forester,Jeep,No,Petrol,2.5,140000,4,Automatic,4x4,Left wheel,Black,12,11
37633,-,MAZDA,CX-3,Hatchback,No,Petrol,2.0,20000,4,Tiptronic,Front,Left wheel,Black,12,10
27284,1249,NISSAN,Altima,Sedan,No,Petrol,2.5,28800,4,Automatic,Front,Left wheel,White,10,8
40926,831,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,54405,4,Automatic,Front,Left wheel,White,4,8
8467,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,1.8,196500,4,Automatic,4x4,Left wheel,White,2,26
392,1111,MAZDA,CX-9,Sedan,Yes,Petrol,3.7,55858,6,Automatic,4x4,Left wheel,Grey,12,12
90,-,TOYOTA,VOXY,Minivan,No,LPG,2.0,180000,4,Automatic,4x4,Right-hand drive,Black,2,18
392,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032,4,Automatic,Front,Left wheel,Silver,12,12
784,779,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,78670,4,Automatic,Front,Left wheel,Silver,12,12
6899,-,HONDA,Cr-v,Jeep,No,Petrol,2.0,282099,4,Automatic,Front,Left wheel,Black,0,27
1725,836,VOLKSWAGEN,Scirocco,Sedan,Yes,Petrol,2.0,156139,4,Automatic,Front,Left wheel,Black,12,15
3607,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518,4,Automatic,Front,Left wheel,White,12,13
392,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,267165,4,Automatic,Front,Left wheel,White,12,15
39226,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,88230,4,Automatic,Front,Left wheel,Blue,4,9
3763,-,OPEL,Astra,Goods wagon,No,Petrol,1.6,2000000,4,Manual,Front,Left wheel,Red,2,28
17562,-,MERCEDES-BENZ,C 220,Sedan,No,Diesel,2.2,300000,4,Automatic,Rear,Left wheel,Black,12,19
10349,790,HYUNDAI,I30,Hatchback,Yes,Diesel,1.6,75125,4,Automatic,Front,Left wheel,Grey,4,16
4547,1017,KIA,Avella,Sedan,Yes,Petrol,2.0,0,4,Automatic,Front,Left wheel,Blue,12,8
24462,-,CHEVROLET,Volt,Sedan,No,Plug-in Hybrid,1.4,160000,4,Automatic,Front,Left wheel,White,10,13
23521,-,MERCEDES-BENZ,CLS 350,Sedan,Yes,Petrol,3.5,127000,8,Tiptronic,Rear,Left wheel,Silver,8,18
4391,-,OPEL,Astra,Universal,No,CNG,1.6,294271,4,Manual,Front,Left wheel,Blue,2,28
10976,-,HONDA,Civic,Coupe,No,Petrol,2.0,180000,4,Tiptronic,Front,Right-hand drive,Black,4,22
1882,1211,BMW,X5,Jeep,Yes,Diesel,3.0,265210,6,Automatic,4x4,Left wheel,Black,0,15
470,761,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,408997,4,Automatic,Front,Left wheel,White,12,15
392,1514,LEXUS,GX 470,Sedan,Yes,Petrol,4.6,202048,8,Automatic,4x4,Left wheel,White,0,14
5018,-,OPEL,Vectra,Hatchback,No,Petrol,2.0,300000,4,Manual,Front,Left wheel,Carnelian red,2,30
6586,1190,TOYOTA,Tacoma,Sedan,Yes,Petrol,4.0,0,6,Automatic,Rear,Left wheel,Silver,12,11
16935,-,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.5,118000,5,Tiptronic,Front,Left wheel,Grey,0,14
6586,928,CHEVROLET,Kalos,Hatchback,No,Petrol,1.4,126000,4,Manual,Front,Left wheel,Blue,4,18
1803,1405,BMW,X5,Jeep,Yes,Diesel,3.0,229854,6,Automatic,4x4,Left wheel,Green,0,16
10349,702,KIA,RIO,Sedan,No,Petrol,1.4,147600,4,Manual,Front,Left wheel,Silver,4,16
12858,530,FORD,Fiesta,Sedan,No,Petrol,1.6,86000,4,Variator,Front,Left wheel,Blue,10,12
314,707,SUZUKI,SX4,Sedan,Yes,Petrol,2.0,151357,4,Automatic,Front,Left wheel,White,0,14
1176,753,KIA,Optima,Sedan,Yes,Petrol,2.4,133605,4,Automatic,Front,Left wheel,Black,12,13
23521,-,SUZUKI,Kizashi,Sedan,Yes,Petrol,2.4,89000,4,Automatic,4x4,Left wheel,Black,10,12
4800,-,OPEL,Corsa,Sedan,No,Petrol,1.2,1234567899,4,Manual,Front,Left wheel,Silver,2,26
12858,-,OPEL,Astra,Universal,No,Diesel,1.7,157000,4,Manual,Front,Left wheel,Beige,6,17
24543,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,151995,4,Automatic,Front,Left wheel,Grey,4,13
21400,-,MERCEDES-BENZ,C 200,Sedan,No,Diesel,2.2,232000,4,Tiptronic,Rear,Left wheel,Grey,8,17
251,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,39552,4,Automatic,Front,Left wheel,Black,12,6
784,1211,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,202914,6,Automatic,Rear,Left wheel,Grey,12,15
31819,308,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,44272,4,Automatic,Front,Left wheel,Green,4,10
17876,-,TOYOTA,Prius C,Sedan,No,Hybrid,1.5,65000,4,Automatic,Front,Left wheel,Red,8,12
69,-,ACURA,TL saber,Sedan,No,Petrol,2.5,205502,6,Tiptronic,Front,Right-hand drive,Black,4,24
32311,836,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,80876,4,Automatic,Front,Left wheel,Black,4,13
15524,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,122324,4,Automatic,Front,Left wheel,Red,7,13
62722,-,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.5,84000,4,Tiptronic,4x4,Left wheel,Red,12,10
21012,456,TOYOTA,Camry,Sedan,No,Hybrid,2.5,89000,4,Variator,Front,Left wheel,Silver,0,10
11917,697,VOLKSWAGEN,Jetta,Sedan,No,Petrol,1.8,89000,4,Tiptronic,Front,Left wheel,Blue,10,10
7997,-,HONDA,Cr-v,Jeep,No,Petrol,2.0,158000,4,Automatic,4x4,Right-hand drive,Silver,8,23
12544,1051,KIA,Optima,Sedan,No,Petrol,2.4,38000,4,Tiptronic,Front,Left wheel,Black,12,9
5488,1045,OPEL,Corsa,Sedan,Yes,Petrol,1.2,111111,4,Manual,Front,Left wheel,Black,4,26
15681,585,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,180000,4,Tiptronic,Front,Left wheel,Silver,0,12
7213,-,OPEL,Astra,Hatchback,No,Petrol,1.6,215000,4,Automatic,Front,Left wheel,Silver,0,25
13485,917,BMW,X5,Jeep,Yes,Petrol,3.0,168395,6,Automatic,4x4,Left wheel,Black,12,12
23521,1249,TOYOTA,Camry sport,Sedan,Yes,Petrol,2.5,153000,4,Tiptronic,Front,Left wheel,Black,12,8
11917,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,102000,4,Automatic,Front,Left wheel,Black,8,13
800,-,VAZ,2109,Sedan,No,Petrol,1.5,0,4,Manual,Front,Left wheel,Blue,0,35
11917,792,OPEL,Astra,Hatchback,No,Petrol,1.4,163000,4,Manual,Front,Left wheel,Silver,8,17
16308,-,BMW,X5,Jeep,Yes,CNG,3.0,16000,6,Tiptronic,4x4,Left wheel,Silver,8,21
862,707,AUDI,A4,Sedan,Yes,Petrol,2.0,175194,4,Automatic,Front,Left wheel,Black,12,14
17249,1024,TOYOTA,Camry,Sedan,No,Petrol,2.5,159000,4,Tiptronic,Front,Left wheel,Silver,9,15
11760,924,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.7,332077,4,Automatic,Front,Left wheel,Black,4,14
6899,-,TOYOTA,Vitz,Sedan,No,Petrol,1.3,190500,4,Automatic,Front,Left wheel,Pink,4,24
19444,-,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,0,6,Automatic,Front,Left wheel,Grey,5,19
14583,1327,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,29682,4,Automatic,Front,Left wheel,Black,12,7
36065,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,69191,4,Automatic,Front,Left wheel,White,4,11
314,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,132630,6,Automatic,Rear,Left wheel,Silver,12,14
35000,-,MERCEDES-BENZ,Sprinter,Microbus,Yes,Diesel,2.2,250000,4,Manual,Rear,Left wheel,White,2,17
392,810,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,148210,4,Automatic,Front,Left wheel,White,12,9
549,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,142224,4,Automatic,Front,Left wheel,Grey,12,12
29793,-,LEXUS,RX 350,Jeep,Yes,CNG,3.5,73000,6,Automatic,4x4,Left wheel,Silver,10,17
10976,528,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,75000,4,Automatic,Front,Left wheel,Silver,4,11
42171,1091,HYUNDAI,H1,Universal,Yes,Diesel,2.5,102338,4,Automatic,Front,Left wheel,Silver,4,9
22580,749,KIA,Optima,Sedan,Yes,Petrol,2.4,47000,4,Tiptronic,Front,Left wheel,Black,6,11
22266,1018,BMW,X5,Jeep,Yes,Diesel,3.0,208000,6,Tiptronic,4x4,Left wheel,Grey,10,14
39722,765,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,64512,4,Automatic,Front,Left wheel,Grey,4,10
35570,765,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,82196,4,Automatic,Front,Left wheel,White,4,10
1960,779,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.5,0,4,Automatic,Front,Left wheel,Silver,12,12
3450,1869,CHEVROLET,Impala,Sedan,Yes,Petrol,3.6,18438,6,Automatic,Front,Left wheel,Silver,12,6
47042,891,AUDI,Q5,Jeep,Yes,Petrol,2.0,56240,4,Automatic,4x4,Left wheel,Grey,0,9
28382,810,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,54317,4,Automatic,Front,Left wheel,White,4,9
2600,1529,OPEL,Vectra,Sedan,No,CNG,1.8,999999999,4,Manual,Front,Left wheel,Green,4,30
10976,-,TOYOTA,Prius,Hatchback,No,Petrol,1.6,155000,4,Automatic,Front,Left wheel,White,2,17
31082,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,170971,4,Automatic,Front,Left wheel,Grey,4,11
31047,919,BMW,X5,Jeep,Yes,Diesel,3.0,70994,6,Automatic,4x4,Left wheel,Black,0,13
470,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,229904,6,Automatic,4x4,Left wheel,Black,12,15
15681,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,131638,4,Automatic,Front,Left wheel,Golden,0,12
627,1055,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,0,6,Automatic,Rear,Left wheel,Silver,12,12
12231,-,HONDA,FIT,Hatchback,No,Hybrid,1.3,119000,4,Tiptronic,Front,Right-hand drive,Silver,4,14
9722,746,TOYOTA,Prius prius,Hatchback,No,Hybrid,1.5,185000,4,Variator,Front,Left wheel,White,12,16
470,800,MAZDA,CX-7,Jeep,Yes,Petrol,2.3,184576,4,Automatic,4x4,Left wheel,Black,12,14
20385,781,TOYOTA,Camry,Sedan,No,Petrol,2.5,156800,4,Tiptronic,Front,Left wheel,Green,8,13
84675,915,BMW,X5,Jeep,Yes,Petrol,3.0,96000,6,Tiptronic,4x4,Left wheel,Grey,6,11
103491,-,TOYOTA,Land Cruiser 200,Jeep,Yes,Diesel,4.5,80000,8,Tiptronic,4x4,Left wheel,Grey,12,13
38822,345,TOYOTA,Aqua,Universal,Yes,Hybrid,1.5,34465,4,Automatic,Front,Left wheel,Black,4,9
15053,-,MERCEDES-BENZ,ML 350 3.7,Jeep,Yes,CNG,3.7,170000,6,Tiptronic,4x4,Left wheel,Black,10,22
15681,640,FORD,C-MAX,Hatchback,Yes,Hybrid,2.0,150000,4,Tiptronic,Front,Left wheel,Black,0,12
20,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.6,120000,4,Variator,Front,Left wheel,White,10,13
36808,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,126116,4,Automatic,Front,Left wheel,Black,4,12
25089,-,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,150400,4,Automatic,4x4,Left wheel,Brown,8,14
16935,-,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,196000,4,Variator,Front,Left wheel,Grey,12,15
14113,-,TOYOTA,Aqua,Hatchback,No,Hybrid,1.5,100000,4,Variator,Front,Right-hand drive,White,6,12
6241,1282,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.0,67435,4,Automatic,Front,Left wheel,Silver,4,18
706,1296,TOYOTA,4Runner,Jeep,Yes,Petrol,2.4,378774,4,Automatic,Front,Left wheel,Silver,12,17
31988,1935,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,155976,8,Automatic,4x4,Left wheel,White,0,9
21326,640,FORD,C-MAX,Hatchback,No,Hybrid,2.0,142000,4,Automatic,Front,Left wheel,White,6,12
549,1172,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,181189,6,Automatic,4x4,Left wheel,White,12,14
35,-,TOYOTA,Prius,Sedan,No,Hybrid,1.8,160960,4,Variator,Front,Left wheel,White,0,11
22580,640,FORD,Fusion,Sedan,Yes,Hybrid,2.0,88660,4,Automatic,Front,Left wheel,White,12,12
